pub_date	title	venue	excerpt	citation	url_slug	paper_url
2019-12-01	Trust Region-Guided Proximal Policy Optimization	Proceedings of Advances in Neural Information Processing Systems	"Yuhui Wang, Hao He, Xiaoyang Tan, Yaozhong Gan"	xx	TRGPPO	
